"SENTIDO","NAVEGACAO","PAIS_PORTO_ESTRANG","BERCO","ATRACACAO","MES_ATRAC","ANO_ATRAC","DESATRACACAO","ANO_DESAT","CAPITULO","SECAO","TIPO_CARGA","GRUPOANTAQ"
"Desembarque","CB","MALASIA","201","1/25/2025 23:23","1","2025","1/25/2925 23:23","2025","","      Peitos","GRANEL SÓLIDO","Nas formas previstas na Nota 6 b) deste Capítulo, exceto copolímeros"
"Desembarque","CB","MALAVI","201","1/25/2025 23:23","1","2025","1/25/2925 23:23","2025","","      Coxas com sobrecoxas","GRANEL SÓLIDO","Poli(ácido acrílico) e seus sais"
"Embarque","CB","MALDIVAS","102","09/02/2025 04:53","2","2025","2/9/2925 11:53","2025","","      Carne mecanicamente separada","GRANEL LÍQUIDO","Em pó, de granulometria de 50 a 400 mesh, próprios para uso odontológico"
"Embarque","CB","MALI","102","09/02/2025 04:53","2","2025","2/9/2925 11:53","2025","","      Outros","GRANEL LÍQUIDO","Sal sódico do poli(ácido acrilamídico), solúvel em água"
"Embarque","CB","MALTA","101","2/2/2025 15:41","2","2025","2/2/2925 15:41","2025","","    Miudezas","GRANEL LÍQUIDO","Carboxipolimetileno, em pó"
"Embarque","CB","MAN, ILHA DE","101","2/2/2025 15:41","2","2025","2/2/2925 15:41","2025","","      Fígados","GRANEL LÍQUIDO","Poli(acrilato de sódio), com capacidade de absorção de uma solução aquosa de cloreto de sódio 0,9 %, em peso, igual ou superior a vinte vezes seu próprio peso"
"Embarque","CB","MARIANAS DO NORTE","101","2/2/2025 15:41","2","2025","2/2/2925 15:41","2025","","      Moelas","GRANEL LÍQUIDO","Outros"
"Embarque","CB","MARROCOS","101","2/2/2025 15:41","2","2025","2/2/2925 15:41","2025","","      Corações","GRANEL LÍQUIDO","Em pó, de granulometria de 50 a 400 mesh, próprios para uso odontológico"
"Embarque","CB","MARSHALL, ILHAS","101","2/2/2025 15:41","2","2025","2/2/2925 15:41","2025","","      Pés e patas","GRANEL LÍQUIDO","Copolímeros nas formas previstas na Nota 6 b) deste Capítulo"
"Embarque","CB","MARTINICA","101","2/2/2025 15:41","2","2025","2/2/2925 15:41","2025","","      Outras","GRANEL LÍQUIDO","Copolímero de acrilato de potássio e acrilamida, com capacidade de absorção de água destilada de até quatrocentas vezes seu próprio peso"
"Embarque","CB","MAURICIO","101","2/2/2025 15:41","2","2025","2/2/2925 15:41","2025",""," De peruas e de perus","GRANEL LÍQUIDO","Copolímeros de acrilato de metilaetileno com um conteúdo de acrilato de metila igual ou superior a 50 %, em peso"
"Embarque","CB","MAURITANIA","101","2/2/2025 15:41","2","2025","2/2/2925 15:41","2025",""," Não cortadas em pedaços, frescas ou refrigeradas ","GRANEL LÍQUIDO","Copolímero de acrilato de etila, acrilato de nbutila e acrilato de 2metoxietila"
"Embarque","CB","MEXICO","101","2/2/2025 15:41","2","2025","2/2/2925 15:41","2025",""," Não cortadas em pedaços, congeladas ","GRANEL LÍQUIDO","Copolímero de acrilato de potássio e ácido acrílico, com capacidade de absorção de água destilada de até quatrocentas vezes seu próprio peso"
"Embarque","CB","MIANMAR","102","13/02/2025 04:34","2","2025","2/13/2925 11:34","2025",""," Pedaços e miudezas, frescos ou refrigerados ","GRANEL LÍQUIDO","Copolímero de acrilamida e acrilato de sódio"
"Embarque","CB","MICRONESIA","102","13/02/2025 04:34","2","2025","2/13/2925 11:34","2025",""," Pedaços e miudezas, congelados ","GRANEL LÍQUIDO","Outros"
"Embarque","CB","MIDWAY","102","13/02/2025 04:34","2","2025","2/13/2925 11:34","2025",""," De patos","GRANEL LÍQUIDO","Em pó, de granulometria de 50 a 400 mesh, próprios para uso odontológico"
"Embarque","CB","MOCAMBIQUE","201","31/01/2025 04:40","1","2025","1/31/2925 11:40","2025",""," Não cortadas em pedaços, frescas ou refrigeradas ","GRANEL SÓLIDO",""
"Embarque","CB","MOLDAVIA","201","31/01/2025 04:40","1","2025","1/31/2925 11:40","2025",""," Não cortadas em pedaços, congeladas ","GRANEL SÓLIDO","Poliacetais, outros poliéteres e resinas epóxidas, em formas primárias; policarbonatos, resinas alquídicas, poliésteres alílicos e outros poliésteres, em formas primárias."
"Embarque","CB","MONACO","201","31/01/2025 04:40","1","2025","1/31/2925 11:40","2025",""," Fígados gordos (foies gras), frescos ou refrigerados ","GRANEL SÓLIDO","- Poliacetais"
"Desembarque","LC","MONGOLIA","301","28/01/2025 23:40","1","2025","1/16/2925 23:40","2025",""," Outras, frescas ou refrigeradas ","GRANEL SÓLIDO","Com carga, nas formas previstas na Nota 6 a) deste Capítulo "
"Desembarque","LC","MONTENEGRO","301","28/01/2025 23:40","1","2025","1/16/2925 23:40","2025",""," Outras, congeladas ","GRANEL SÓLIDO","Com carga, nas formas previstas na Nota 6 b) deste Capítulo "
"Embarque","LC","MONTSERRAT","202","28/01/2025 01:00","1","2025","1/16/2925 1:04","2025",""," De gansos","GRANEL SÓLIDO","Sem carga, nas formas previstas na Nota 6 a) deste Capítulo"
"Embarque","LC","NAMIBIA","202","28/01/2025 01:00","1","2025","1/16/2925 1:04","2025",""," Não cortadas em pedaços, frescas ou refrigeradas ","GRANEL SÓLIDO","Polidextrose "
"Desembarque","CB","NAURU","202","1/31/2025 10:05","1","2025","1/31/2925 8:05","2025",""," Não cortadas em pedaços, congeladas ","GRANEL SÓLIDO","Outros "
"Desembarque","CB","NEPAL","202","1/31/2025 10:05","1","2025","1/31/2925 8:05","2025",""," Fígados gordos (foies gras), frescos ou refrigerados ","GRANEL SÓLIDO","Sem carga, nas formas previstas na Nota 6 b) deste Capítulo, não estabilizados"
"Desembarque","CB","NICARAGUA","202","1/31/2025 10:05","1","2025","1/31/2925 8:05","2025",""," Outras, frescas ou refrigeradas ","GRANEL SÓLIDO","Polidextrose "
"Desembarque","CB","NIGER","202","1/31/2025 10:05","1","2025","1/31/2925 8:05","2025",""," Outras, congeladas ","GRANEL SÓLIDO","Outros, em pó que passe através de uma peneira com abertura de malha de 0,85 mm em proporção superior a 80 %, em peso "
"Embarque","CB","NIGERIA","202","09/02/2025 13:40","2","2025","2/9/2925 13:40","2025",""," De galinhasd'angola (pintadas) ","GRANEL SÓLIDO","Outros "
"Embarque","CB","NIUE","202","09/02/2025 13:40","2","2025","2/9/2925 13:40","2025","","Outras carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas.","GRANEL SÓLIDO","Outros"
"Embarque","CB","NORFOLK, ILHA","202","07/02/2025 09:30","2","2025","2/7/2925 9:31","2025",""," De coelhos ou lebres ","GRANEL SÓLIDO","Em grânulos, de diâmetro de partícula superior a 2 mm, segundo a Norma ASTM E 11-70"
"Embarque","CB","NORUEGA","202","07/02/2025 09:30","2","2025","2/7/2925 9:31","2025",""," De primatas ","GRANEL SÓLIDO","Outros "
"Desembarque","LC","AFEGANISTAO","201","2/6/2025 6:23","2","2025","2/3/2925 3:23","2025",""," De baleias, golfinhos e botos (mamíferos da ordem Cetacea); de peixesboi (manatins) e dugongos
(mamíferos da ordem Sirenia); de otárias e focas, leõesmarinhos e morsas (mamíferos da
subordem Pinnipedia) ","GRANEL SÓLIDO","- Outros poliéteres:"
"Desembarque","LC","AFRICA DO SUL","201","2/6/2025 6:23","2","2025","2/3/2925 3:23","2025",""," De répteis (incluindo as serpentes e as tartarugas marinhas) ","GRANEL SÓLIDO","-- Metilfosfonato de bis(polioxietileno) "
"Desembarque","LC","ALBANIA","201","2/6/2025 6:23","2","2025","2/3/2925 3:23","2025",""," De camelos e outros camelídeos (Camelidae) ","GRANEL SÓLIDO","-- Outros"
"Desembarque","LC","ALEMANHA","201","2/6/2025 6:23","2","2025","2/3/2925 3:23","2025",""," Outras ","GRANEL SÓLIDO","Poli(óxido de fenileno), mesmo modificado com estireno ou estireno-acrilonitrila"
"Desembarque","CB","ANDORRA","201","11/02/2025 01:15","2","2025","2/11/2925 1:15","2025","","Toucinho sem partes magras, gorduras de porco e de aves, não fundidas nem extraídas de outro modo, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados (fumados).","GRANEL SÓLIDO","Com carga "
"Desembarque","LC","ANGOLA","301","09/02/2025 09:50","2","2025","2/9/2925 9:50","2025",""," De porco","GRANEL SÓLIDO","Sem carga "
"Desembarque","LC","ANGUILLA","301","09/02/2025 09:50","2","2025","2/9/2925 9:50","2025","","Toucinho","GRANEL SÓLIDO","Politetrametilenoeterglicol "
"Embarque","CB","ANTIGUA E BARBUDA","301","2/10/2025 15:00","2","2025","2/8/2925 15:04","2025","","Fresco, refrigerado ou congelado ","GRANEL SÓLIDO","Polieterpolióis"
"Embarque","CB","ANTILHAS HOLANDESAS","202","2/10/2025 23:50","2","2025","2/8/2925 23:50","2025","","Outros ","GRANEL SÓLIDO","Polietilenoglicol 400 "
"Embarque","CB","ARABIA SAUDITA","202","2/10/2025 23:50","2","2025","2/8/2925 23:50","2025","","Gordura","GRANEL SÓLIDO","Outros "
"Embarque","CB","ARGELIA","202","2/10/2025 23:50","2","2025","2/8/2925 23:50","2025","","Fresca, refrigerada ou congelada ","GRANEL SÓLIDO","Poli(epicloridrina) (PECH) e seus copolímeros"
"Embarque","CB","ARGENTINA","202","2/10/2025 23:50","2","2025","2/8/2925 23:50","2025","","Outras ","GRANEL SÓLIDO","Poli(epicloridrina) "
"Embarque","CB","ARMENIA","201","15/02/2025 07:40","2","2025","2/15/2925 7:40","2025",""," Outros ","GRANEL SÓLIDO","Copolímeros de óxido de etileno "
"Embarque","CB","ARUBA","102","2/15/2025 10:37","2","2025","2/15/2925 8:37","2025","","Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas.","GRANEL LÍQUIDO","Outros "
"Embarque","CB","AUSTRALIA","102","2/15/2025 10:37","2","2025","2/15/2925 8:37","2025",""," Carnes da espécie suína","GRANEL LÍQUIDO","Outros"
"Embarque","CB","AUSTRIA","102","2/15/2025 10:37","2","2025","2/15/2925 8:37","2025",""," Pernas, pás e respectivos pedaços, não desossados ","GRANEL LÍQUIDO","Poliacetal poliéter (PAPE)"
"Embarque","CB","AZERBAIDJAO","301","2/10/2025 5:30","2","2025","2/8/2925 5:31","2025",""," Toucinhos entremeados (Barrigas (entremeadas)*) e seus pedaços ","GRANEL SÓLIDO","Outros"
"Desembarque","LC","BAHAMAS, ILHAS","301","2/20/2025 23:23","2","2025","29/02/2925  23:23:04","2025",""," Outras ","GRANEL SÓLIDO","- Resinas epóxidas"
"Desembarque","LC","BANGLADESH","301","2/20/2025 23:23","2","2025","29/02/2925  23:23:04","2025",""," Carnes da espécie bovina ","GRANEL SÓLIDO","Com carga"
"Embarque","LC","BARBADOS","201","21/02/2025 05:45","2","2025","2/21/2925 5:55","2025",""," Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas","GRANEL SÓLIDO","Nas formas previstas na Nota 6 a) deste Capítulo "
"Embarque","LC","BAREIN","201","21/02/2025 05:45","2","2025","2/21/2925 5:55","2025",""," De primatas ","GRANEL SÓLIDO","Outras "
"Desembarque","LC","BELARUS","201","21/02/2025 05:45","2","2025","2/21/2925 5:55","2025","","Miudezas; farinhas e pós dessas miudezas","GRANEL SÓLIDO","Sem carga"
"Desembarque","LC","BELGICA","201","21/02/2025 05:45","2","2025","2/21/2925 5:55","2025",""," De baleias, golfinhos e botos (mamíferos da ordem Cetacea); de peixesboi (manatins) e dugongos (mamíferos da ordem Sirenia); de otárias e focas, leõesmarinhos e morsas (mamíferos da subordem Pinnipedia)","GRANEL SÓLIDO","Copolímero de tetrabromobisfenol A e epicloridrina (resina epóxida bromada) "
"Desembarque","LC","BELIZE","201","21/02/2025 05:45","2","2025","2/21/2925 5:55","2025","","Miudezas; farinhas e pós dessas miudezas","GRANEL SÓLIDO","Outras, nas formas previstas na Nota 6 a) deste Capítulo "
"Embarque","LC","BENIN","201","2/6/2025 6:23","2","2025","2/3/2925 3:23","2025",""," De répteis (incluindo as serpentes e as tartarugas marinhas) ","GRANEL SÓLIDO","Outras "
"Embarque","LC","BERMUDAS","201","2/6/2025 6:23","2","2025","2/3/2925 3:23","2025","","Miudezas; farinhas e pós dessas miudezas","GRANEL SÓLIDO","- Policarbonatos"
"Embarque","LC","BOLIVIA","201","2/6/2025 6:23","2","2025","2/3/2925 3:23","2025",""," Outras","GRANEL SÓLIDO","Nas formas previstas na Nota 6 b) deste Capítulo, com transmissão de luz de comprimento de onda de 550 nm ou 800 nm, superior a 89 %, segundo Norma ASTM D 1003-00 e índice de fluidez de massa igual ou superior a 60 g/10 min e inferior ou igual a 80 g/10 min segundo Norma ASTM D 1238"
"Desembarque","LC","BONAIRE, SAINT EUSTATIUS E SABA","201","2/6/2025 6:23","2","2025","2/3/2925 3:23","2025","","Carnes de aves da posição 01.05","GRANEL SÓLIDO","Em pó ou flocos, com índice de fluidez de massa inferior a 60 g/10 min ou superior a 80 g/10 min segundo Norma ASTM D 1238"
"Desembarque","LC","BOSNIA-HERZEGOVINA","201","2/6/2025 6:23","2","2025","2/3/2925 3:23","2025","","De galos e de galinhas ","GRANEL SÓLIDO","Outros "
"Desembarque","LC","BOTSUANA","201","2/6/2025 6:23","2","2025","2/3/2925 3:23","2025","","Outras ","GRANEL SÓLIDO","- Resinas alquídicas"
"Embarque","CB","BOUVET, ILHA","201","02/02/2025 15:30","2","2025","2/2/2925 15:31","2025","","Carnes da espécie ovina ","GRANEL SÓLIDO","Nas formas previstas na Nota 6 a) deste Capítulo "
"Embarque","CB","BRASIL","201","02/02/2025 15:30","2","2025","2/2/2925 15:31","2025","","Carnes da espécie cavalar ","GRANEL SÓLIDO","Outras "
"Embarque","CB","BRUNEI","301","2/10/2025 15:00","2","2025","2/8/2925 15:04","2025","","Miudezas comestíveis ","GRANEL SÓLIDO","- Poli(tereftalato de etileno):"
"Desembarque","LC","BULGARIA","202","2/11/2025 15:30","2","2025","2/11/2925 15:31","2025","","Outras ","GRANEL SÓLIDO","-- De um índice de viscosidade de 78 ml/g ou mais "
"Embarque","CB","BURKINA FASO","202","2/14/2025 23:50","2","2025","2/22/2925 23:50","2025","","Farinhas e pós das miudezas do código 0210.99.40","GRANEL SÓLIDO","-- Outros "
"Embarque","CB","BURUNDI","202","2/10/2025 23:50","2","2025","2/8/2925 23:50","2025","","Peixes vivos.","GRANEL SÓLIDO","- Poli(ácido láctico) "
"Embarque","CB","BUTAO","101","21/03/2025 06:25","3","2025","3/21/2925 3:25","2025",""," Peixes ornamentais","GRANEL LÍQUIDO","- Outros poliésteres:"
"Embarque","CB","CABO VERDE","101","21/03/2025 06:25","3","2025","3/21/2925 3:25","2025",""," De água doce","GRANEL LÍQUIDO","-- Não saturados "
"Embarque","CB","CAMAROES","301","09/03/2025 14:20","3","2025","3/9/2925 22:29","2025","","Aruanã (Osteoglossum bicirrhosum) ","GRANEL SÓLIDO","-- Outros"
"Desembarque","CB","CAMBOJA","201","14/03/2025 23:40","3","2025","3/22/2925 23:40","2025","","Outros ","GRANEL SÓLIDO","Poli(tereftalato de butileno)"
"Embarque","CB","CANADA","202","09/03/2025 20:35","3","2025","374444.23263889","2025",""," Outros ","GRANEL SÓLIDO","Com carga de fibra de vidro "
"Embarque","CB","CANARIAS","202","09/03/2025 20:35","3","2025","374444.23263889","2025",""," Outros peixes vivos","GRANEL SÓLIDO","Outros, nas formas previstas na Nota 6 a) deste Capítulo "
"Desembarque","LC","CATAR","301","14/03/2025 05:40","3","2025","3/22/2925 5:40","2025",""," Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)","GRANEL SÓLIDO","Outros "
"Desembarque","LC","CAYMAN","301","14/03/2025 05:40","3","2025","3/22/2925 5:40","2025","","Para reprodução ","GRANEL SÓLIDO","Outros"
"Embarque","CB","CAZAQUISTAO","202","3/15/2025 13:20","3","2025","3/15/2925 13:29","2025","","Outras ","GRANEL SÓLIDO","Nas formas previstas na Nota 6 a) deste Capítulo "
"Embarque","CB","CHADE","202","3/15/2025 13:20","3","2025","3/15/2925 13:29","2025",""," Enguias (Anguilla spp.)","GRANEL SÓLIDO","Poli(épsilon-caprolactona) "
"Embarque","CB","CHILE","202","3/15/2025 13:20","3","2025","3/15/2925 13:29","2025","","Para reprodução ","GRANEL SÓLIDO","Copolímero de tereftalato de dimetila, cicloexanodimetanol e ácido isoftálico "
"Embarque","CB","CHINA","101","16/03/2025 14:53","3","2025","3/16/2925 22:53","2025","","Outras ","GRANEL LÍQUIDO","Copolímero de tereftalato de dimetila, cicloexanodimetanol e tetrametil ciclobutanodiol "
"Embarque","CB","CHIPRE","201","23/03/2025 01:20","3","2025","3/23/2925 1:29","2025",""," Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","GRANEL SÓLIDO","Copolímero de tereftalato de dimetila, cicloexanodimetanol e etilenoglicol "
"Desembarque","CB","CHRISTMAS, ILHA (NAVIDAD)","101","17/03/2025 09:40","3","2025","3/17/2925 9:40","2025","","Para reprodução ","GRANEL LÍQUIDO","Outros "
"Desembarque","CB","CINGAPURA","101","17/03/2025 09:40","3","2025","3/17/2925 9:40","2025","","Outras ","GRANEL LÍQUIDO","Poliamidas em formas primárias."
"Desembarque","CB","COCOS (KEELINGS)","101","17/03/2025 09:40","3","2025","3/17/2925 9:40","2025",""," Atunsazuis (atuns) (Thunnus thynnus, Thunnus orientalis)","GRANEL LÍQUIDO","- Poliamida-6, -11, -12, -6,6, -6,9, -6,10 ou -6,12"
"Desembarque","CB","COLOMBIA","101","17/03/2025 09:40","3","2025","3/17/2925 9:40","2025","","Para reprodução ","GRANEL LÍQUIDO","Nas formas previstas na Nota 6 a) deste Capítulo"
"Embarque","CB","COMORES","202","16/04/2025 13:25","4","2025","11/16/2925 13:25","2025","","Outras ","GRANEL SÓLIDO","Poliamida-11 "
"Embarque","CB","CONGO","202","16/04/2025 13:25","4","2025","11/16/2925 13:25","2025",""," Atumazul do sul (atum) (Thunnus maccoyii)","GRANEL SÓLIDO","Poliamida-12 "
"Embarque","CB","COOK","202","16/04/2025 13:25","4","2025","11/16/2925 13:25","2025","","Para reprodução ","GRANEL SÓLIDO","Poliamida-6 ou poliamida-6,6, com carga "
"Embarque","CB","COREIA DO NORTE","102","4/10/2025 20:57","4","2025","374476.24791667","2025","","Outros ","GRANEL LÍQUIDO","Poliamida-6 ou poliamida-6,6, sem carga "
"Desembarque","LC","COREIA DO SUL","201","21/02/2025 05:45","2","2025","2/21/2925 5:55","2025",""," Outros","GRANEL SÓLIDO","Outras "
"Desembarque","LC","COSTA DO MARFIM","201","2/15/2025 16:45","2","2025","2/15/2925 16:55","2025","","Para reprodução","GRANEL SÓLIDO","Nas formas previstas na Nota 6 b) deste Capítulo"
"Desembarque","LC","COSTA RICA","201","2/15/2025 16:45","2","2025","2/15/2925 16:55","2025","","Tilápias (Tilapia spp., Oreochromis spp., Sarotherodon spp., Danakilia spp.; seus híbridos) ","GRANEL SÓLIDO","Poliamida-11 "
"Desembarque","LC","CROACIA","201","2/15/2025 16:45","2","2025","2/15/2925 16:55","2025","","Esturjões (Acipenser baerii, Acipenser gueldenstaedtii, Acipenser persicus, Acipenser stellatus) ","GRANEL SÓLIDO","Poliamida-12 "
"Desembarque","LC","CUBA","201","2/15/2025 16:45","2","2025","2/15/2925 16:55","2025","","Outros ","GRANEL SÓLIDO","Poliamida-6 ou poliamida-6,6, com carga "
"Embarque","CB","CURACAO","202","23/02/2025 02:20","2","2025","2/23/2925 2:29","2025","","Outros","GRANEL SÓLIDO","Poliamida-6, sem carga "
"Desembarque","CB","DINAMARCA","202","2/10/2025 3:15","2","2025","2/8/2925 3:15","2025","","Tilápias (Tilapia spp., Oreochromis spp., Sarotherodon spp., Danakilia spp.; seus híbridos) ","GRANEL SÓLIDO","Poliamida-6,6, sem carga "
"Desembarque","LC","DJIBUTI","201","2/24/2025 10:20","2","2025","2/24/2925 8:29","2025","","Esturjões (Acipenser baerii, Acipenser gueldenstaedtii, Acipenser persicus, Acipenser stellatus) ","GRANEL SÓLIDO","Outras "
"Desembarque","LC","DOMINICA","201","2/24/2025 10:20","2","2025","2/24/2925 8:29","2025","","Outros ","GRANEL SÓLIDO","- Outras"
"Desembarque","CB","EGITO","201","01/03/2025 01:25","3","2025","3/1/2925 1:25","2025","","Peixes frescos ou refrigerados, exceto os filés (filetes) de peixes e outra carne de peixes da posição 03.04.","GRANEL SÓLIDO","Copolímero de lauril-lactama "
"Desembarque","CB","EL SALVADOR","201","01/03/2025 01:25","3","2025","3/1/2925 1:25","2025",""," Salmonídeos, exceto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99","GRANEL SÓLIDO","Obtidas por condensação de ácidos graxos (gordos) dimerizados ou trimerizados com etilenaminas"
"Desembarque","CB","EMIRADOS ARABES UNIDOS","201","01/03/2025 01:25","3","2025","3/1/2925 1:25","2025",""," Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster) ","GRANEL SÓLIDO","Outras "
"Embarque","CB","EQUADOR","301","27/02/2025 11:20","2","2025","2/27/2925 11:29","2025",""," Salmõesdopacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus) ","GRANEL SÓLIDO","Resinas amínicas, resinas fenólicas e poliuretanos, em formas primárias."
"Embarque","CB","ERITREIA","202","3/6/2025 23:35","3","2025","3/3/2925 23:35","2025",""," Salmãodoatlântico (Salmo salar) e salmãododanúbio (Hucho hucho) ","GRANEL SÓLIDO","- Resinas ureicas; resinas de tioureia "
"Embarque","CB","ESLOVAQUIA","202","3/6/2025 23:35","3","2025","3/3/2925 23:35","2025",""," Outros ","GRANEL SÓLIDO","- Resinas melamínicas"
"Embarque","CB","ESLOVENIA","202","3/6/2025 23:35","3","2025","3/3/2925 23:35","2025",""," Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae), exceto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99","GRANEL SÓLIDO","Com carga"
"Desembarque","LC","ESPANHA","201","24/03/2025 16:55","3","2025","3/24/2925 16:55","2025",""," Linguadosgigantes (Alabotes*) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis) ","GRANEL SÓLIDO","Melamina-formaldeído, em pó "
"Desembarque","LC","ESTADOS UNIDOS","201","24/03/2025 16:55","3","2025","3/24/2925 16:55","2025",""," Solha (Pleuronectes platessa) ","GRANEL SÓLIDO","Outras "
"Desembarque","LC","ESTONIA","201","24/03/2025 16:55","3","2025","3/24/2925 16:55","2025",""," Linguados (Solea spp.) ","GRANEL SÓLIDO","Sem carga"
"Desembarque","LC","ESWATINI (ANTIGA SUAZILANDIA","201","24/03/2025 16:55","3","2025","3/24/2925 16:55","2025",""," Pregado (Psetta maxima) ","GRANEL SÓLIDO","Melamina-formaldeído, em pó "
"Embarque","CB","ETIOPIA","202","03/03/2025 08:15","3","2025","3/3/2925 8:15","2025",""," Outros ","GRANEL SÓLIDO","Outras "
"Embarque","CB","FALKLAND (MALVINAS)","202","03/03/2025 08:15","3","2025","3/3/2925 8:15","2025",""," Atuns (do gênero Thunnus), bonitolistrado (gaiado*) (Katsuwonus pelamis), exceto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99","GRANEL SÓLIDO","- Outras resinas amínicas:"
"Embarque","CB","FAROE","202","03/03/2025 08:15","3","2025","3/3/2925 8:15","2025",""," Albacorabranca (atum) (Thunnus alalunga) ","GRANEL SÓLIDO","-- Poli(isocianato de fenil metileno) (MDI bruto, MDI polimérico) "
"Embarque","CB","FIJI","202","03/03/2025 08:15","3","2025","3/3/2925 8:15","2025",""," Albacoralaje (atum) (Thunnus albacares) ","GRANEL SÓLIDO","-- Outras "
"Embarque","CB","FILIPINAS","202","03/03/2025 08:15","3","2025","3/3/2925 8:15","2025",""," Bonitolistrado (Gaiado*) (Katsuwonus pelamis) ","GRANEL SÓLIDO","- Resinas fenólicas"
"Embarque","CB","FINLANDIA","202","25/02/2025 00:50","2","2025","2/25/2925 4:50","2025",""," Albacorabandolim (atum) (Thunnus obesus) ","GRANEL SÓLIDO","Lipossolúveis, puras ou modificadas"
"Embarque","CB","FRANCA","202","25/02/2025 00:50","2","2025","2/25/2925 4:50","2025",""," Atunsazuis (atuns) (Thunnus thynnus, Thunnus orientalis) ","GRANEL SÓLIDO","Fenol-formaldeído "
"Embarque","CB","GABAO","202","25/02/2025 00:50","2","2025","2/25/2925 4:50","2025",""," Atumazul do sul (atum) (Thunnus maccoyii) ","GRANEL SÓLIDO","Outras "
"Embarque","CB","GAMBIA","202","25/02/2025 00:50","2","2025","2/25/2925 4:50","2025",""," Outros ","GRANEL SÓLIDO","Outras"
"Embarque","CB","GANA","202","25/02/2025 00:50","2","2025","2/25/2925 4:50","2025",""," Arenques (Clupea harengus, Clupea pallasii), anchovas (biqueirões*) (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.) (sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus), cavalinhas (sardas e cavalas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus), cavalasdoíndico (Rastrelliger spp.), serras (Scomberomorus spp.), carapaus (Trachurus spp.), xaréus (Caranx spp.), bijupirá (cobia*) (Rachycentron canadum), pamposprateado (Pampus spp.), agulhãodojapão (Cololabis saira), charros (Decapterus spp.), capelim (Mallotus villosus), espadarte (Xiphias gladius), mermaoriental (Euthynnus affinis), bonitos (Sarda spp.), espadins, marlins, veleiros (Istiophoridae), exceto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99","GRANEL SÓLIDO","Fenol-formaldeído "
"Desembarque","LC","GEORGIA","202","3/2/2025 5:23","3","2025","3/2/2925 5:23","2025",""," Arenques (Clupea harengus, Clupea pallasii) ","GRANEL SÓLIDO","Outras "
"Desembarque","LC","GIBRALTAR","202","3/2/2025 5:23","3","2025","3/2/2925 5:23","2025",""," Anchovas (Biqueirões*) (Engraulis spp.)","GRANEL SÓLIDO","- Poliuretanos"
"Desembarque","LC","GRANADA","202","3/2/2025 5:23","3","2025","3/2/2925 5:23","2025","","Anchoita (Engraulis anchoita) ","GRANEL SÓLIDO","Nas formas previstas na Nota 6 a) deste Capítulo"
"Desembarque","CB","GRECIA","202","26/02/2025 21:40","2","2025","2/26/2925 21:40","2025","","Outros ","GRANEL SÓLIDO","Soluções em solventes orgânicos "
"Desembarque","CB","GROENLANDIA","202","26/02/2025 21:40","2","2025","2/26/2925 21:40","2025",""," Sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.) (Sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus) ","GRANEL SÓLIDO","Em dispersão aquosa "
"Desembarque","LC","GUADALUPE","202","26/02/2025 21:40","2","2025","2/26/2925 21:40","2025",""," Cavalinhas (Sardas e cavalas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus) ","GRANEL SÓLIDO","Outros "
"Embarque","CB","GUAM","201","21/03/2025 07:25","3","2025","3/21/2925 7:25","2025",""," Carapaus (Trachurus spp.) ","GRANEL SÓLIDO","Nas formas previstas na Nota 6 b) deste Capítulo"
